,logFC,AveExpr,t,P.Value,adj.P.Val,B
NANS,0.28851119091148,8.46897075396986,5.57220613721563,1.12950282903804e-07,8.70965576222961e-05,7.37420070961503
C18orf8,-0.261493086793235,9.43717775666596,-5.51926915534658,1.45202876977907e-07,0.00010302470060863,7.14117786063481
SIGLEC6,0.588801209409931,10.6012993437958,5.50908777443024,1.52364468843235e-07,0.00010302470060863,7.09652517020626
ENG,0.558370234140417,11.1388421714307,5.5058651590927,1.54702301098208e-07,0.00010302470060863,7.08240280363955
SPAG4,0.47553068130169,7.68676827261705,5.47135949214706,1.82036034176697e-07,0.000115956953770556,6.93152616544335
LANCL2,-0.234236235998889,9.00377379841344,-5.45818980490277,1.93666559875704e-07,0.000118225365364123,6.87410438334557
SIK3,-0.237025433714443,9.82382329560208,-5.42022094105883,2.31407899110374e-07,0.00012725711446401,6.70906160307226
RDH13,0.55190857420879,9.83737096935451,5.41574314964741,2.36306310432185e-07,0.00012725711446401,6.68964741789388
XAF1,0.326895031279161,8.96608452540099,5.41202210855442,2.40453726937035e-07,0.00012725711446401,6.67352227423574
PPARG,0.298697767094451,9.07542866068136,5.40958790637406,2.43205187699971e-07,0.00012725711446401,6.66297759739376
TMEM139,-0.354127265023463,9.04677675290839,-5.39196325526057,2.64063985346076e-07,0.00012903847858234,6.58672296500607
NPNT,0.522245038943324,8.11106790799684,5.39183289889968,2.64224582449676e-07,0.00012903847858234,6.58615957812435
FAM122A,-0.264435255203178,9.16706929758155,-5.38301553086783,2.75311473953238e-07,0.000130115754996416,6.54807270318393
APLN,-0.502189354418348,8.84784730988554,-5.3410265723123,3.34644738116052e-07,0.000147972385663014,6.36726718236646
CABLES1,-0.357193729455673,8.6903701166202,-5.33952157453902,3.36987944289757e-07,0.000147972385663014,6.36080408922866
ZFYVE1,-0.184807506329799,8.18174556131074,-5.33156169214949,3.49649584987519e-07,0.000147972385663014,6.32664118661276
CCDC97,-0.297729183620996,8.53816374521607,-5.32781498039588,3.55768782105752e-07,0.000147972385663014,6.31057248848771
CSNK1E,0.28823678931639,9.18189382629755,5.32311457808428,3.63593330412156e-07,0.000147972385663014,6.29042431075703
TMEM136,-0.39459397563422,8.12860319160948,-5.3110776408585,3.84403302428686e-07,0.000152213318483316,6.23888238742343
TRIM24,0.351302972214313,9.02486630696604,5.3049486132302,3.95440910715303e-07,0.000152463283760261,6.21266799622769
NCOA2,-0.372863300291618,9.09112249485605,-5.25305087412427,5.02144726389486e-07,0.000188639035546984,5.99151191306315
EPHB6,-0.341010652293299,7.76996301412691,-5.24134972452353,5.29824212258888e-07,0.000194061363345124,5.94185130505412
HK2,0.675770539708539,7.95797404196294,5.22150288585602,5.8020566932691e-07,0.000207331542958745,5.85779112405057
PITX2,-0.415669829857375,7.9706728979228,-5.20840620191552,6.15974706487623e-07,0.000214872510113099,5.80243932303381
PRSS22,0.417718705546829,7.78160473378975,5.19576737086214,6.52523818976192e-07,0.00022049586656622,5.74911220222367
GREB1L,0.56226493490154,6.57395902791964,5.19253834527411,6.62194944298251e-07,0.00022049586656622,5.73550209431181
PPAP2B,-0.352536297397508,12.0039339209702,-5.18135997399986,6.96764168554498e-07,0.000224792675223583,5.68843062169038
RIMS3,-0.413307462138008,7.42190578429808,-5.17712027038255,7.10329604311054e-07,0.000224792675223583,5.67059558173695
CYTH3,-0.340758408443969,9.9552917346345,-5.17380111779272,7.21128642106914e-07,0.000224792675223583,5.65663995604315
PRKAB2,0.371977344990762,8.4643257263937,5.16043011679409,7.66272715790698e-07,0.000233888782480198,5.60048256934304
KLF6,0.34801997369855,9.38641778564372,5.13427566293555,8.62660962264585e-07,0.000257935627717111,5.49092349243312
GTF3C2,-0.217843406110068,9.52558845587299,-5.11553086937204,9.38893474342714e-07,0.000275114565851902,5.41263840537669
PLA2G16,0.383540018927754,9.67609710515972,5.11100867980894,9.58243118699997e-07,0.000275278822197523,5.39378163521761
LCP1,-0.392396775482176,11.3796503909979,-5.10514459701205,9.83912599281127e-07,0.000277217374847458,5.36934653111793
GCLM,-0.349868621521546,8.25194397963632,-5.04514175797189,1.28808455946743e-06,0.000355707613539976,5.12043754702918
HNRNPA0,-0.302745167335521,9.764254256322,-5.04118908080494,1.31105119999718e-06,0.000355707613539976,5.10411253379076
ACSF2,0.303338033950604,9.06694296678068,5.01591157836899,1.467612433382e-06,0.000390856897747996,4.99992476791503
ARMCX1,-0.295345941521182,7.87347522458417,-5.01191719571228,1.49395851982034e-06,0.000390856897747996,4.98349439139092
GAPDH,0.445705855458074,12.2883385775537,4.99862430052235,1.58498441965128e-06,0.000407396609338787,4.92888183016997
TMEM168,-0.351890981933021,9.34040893317325,-4.9871497183107,1.66787023274098e-06,0.000415765833799109,4.8818214708397
CRYAB,-0.344553576563298,11.589784089795,-4.98628273311976,1.67430101659596e-06,0.000415765833799109,4.87826881725585
MFF,-0.203097374853368,9.49967112569966,-4.98105120987074,1.71361919150827e-06,0.000418437246246461,4.85684076892661
ERRFI1,0.521792374229248,11.3674584860799,4.97460972639547,1.7632632380072e-06,0.000423501142623663,4.83047852244646
DIO2,0.622653382036481,7.38246445555646,4.95536323063368,1.92005343454771e-06,0.000434735750826645,4.75185404343795
MAP4K3,-0.273166689231658,10.0406206207043,-4.95520883964335,1.92136427874556e-06,0.000434735750826645,4.75122420509683
F13A1,-0.356562812772184,12.1270639499305,-4.95514062266019,1.92194374606261e-06,0.000434735750826645,4.75094591819604
ATXN2,-0.253041668606977,10.5414211823281,-4.95434319772343,1.92873003915991e-06,0.000434735750826645,4.74769307382666
FAM43A,0.455810703326032,9.51304966988125,4.93616735208186,2.08986876930081e-06,0.000462310229350585,4.67365077452878
SLC1A3,0.323821655070734,8.85031674480746,4.93035238338779,2.1441249057447e-06,0.000462310229350585,4.65000320583875
GPX3,0.390948539571992,11.2483906090724,4.93018249873754,2.14573036624393e-06,0.000462310229350585,4.64931263758557
RBM48,-0.371541756666418,8.06286921483521,-4.92447060749243,2.20039325225041e-06,0.000462562625164471,4.62610404830108
WDR60,0.336316855300801,8.34271220427201,4.92347628078803,2.21004598740789e-06,0.000462562625164471,4.62206584364196
HILPDA,0.580473930634263,9.61783684352563,4.91291672708527,2.31512327253212e-06,0.000477730578392508,4.57921661303121
SIAE,0.301051643171798,7.75947964559183,4.90910127913706,2.35426918755914e-06,0.000479061081485123,4.56375011396779
APPBP2,-0.232577125755189,9.39275915896147,-4.89477508920707,2.5070635904884e-06,0.000503164228277336,4.50575301555321
SPG21,-0.224546803371128,10.4493022377045,-4.85553638716946,2.97642699524474e-06,0.000583407564712889,4.34752130355469
DARS,0.202506930949346,10.734114010952,4.85475992960727,2.98652428868109e-06,0.000583407564712889,4.34439939527306
KRT19,0.465572589747559,12.0000976450917,4.84365122960922,3.13467041946058e-06,0.000604290214677854,4.2997737516546
TNS3,-0.252056465678294,10.8242535746584,-4.80809038246446,3.65834833964614e-06,0.000683711253771644,4.15741353580673
PAPPA2,0.531876542118612,11.93462578683,4.80382064902695,3.72665179833114e-06,0.000683711253771644,4.140371378222
NPC1,-0.209165341951916,10.4829642593596,-4.80204152060926,3.75547570898074e-06,0.000683711253771644,4.1332734122722
BLCAP,0.25389231688745,9.76861241906644,4.80126295791742,3.76815709620064e-06,0.000683711253771644,4.13016787492987
VWA1,0.26879644916267,8.9395883944503,4.80053886295791,3.77998850286692e-06,0.000683711253771644,4.12727992508205
TPBG,0.406648209758949,9.16443262883321,4.76824695660269,4.34578884601882e-06,0.000767425431968985,3.9988085400113
SASH1,0.486973372082925,10.0983375492855,4.76815164901181,4.34757428526556e-06,0.000767425431968985,3.99843029390864
TCF21,-0.364128579890069,9.79295952299394,-4.7615975861063,4.47207192839074e-06,0.000780003878843484,3.97243241705806
C15orf48,0.501061593110337,7.54158898400603,4.75876117394721,4.52701406982851e-06,0.000780297448671265,3.9611893196267
ANKRD37,0.626092448687176,8.20044741262218,4.7517588025095,4.66546281571867e-06,0.000794810415268537,3.9334538374769
RAP1GAP,-0.375109428942919,9.27325695099964,-4.7469960571308,4.76196146532706e-06,0.000801039964742392,3.91460618147768
SZRD1,-0.215351686778705,10.1121824109941,-4.74459304579675,4.81137921625353e-06,0.000801039964742392,3.90510193893959
MAF,-0.221434466527871,8.17677149335352,-4.7278750701495,5.16917510349387e-06,0.000850939151025716,3.83907701741712
HMGN3,0.302875017203025,8.7656645230635,4.71978420298212,5.35144525401233e-06,0.000866334867213677,3.80718446400387
PRKCE,-0.292707859190775,9.16265469308235,-4.71849910361851,5.38096190815948e-06,0.000866334867213677,3.8021225319998
L2HGDH,0.250407657158005,6.80573120793982,4.71543865118912,5.45189075398703e-06,0.000868213602572435,3.79007163938473
TRIM40,-0.492067261549947,9.41151537773574,-4.70354642195796,5.73618284150709e-06,0.000881486840118834,3.74329882284959
COPA,-0.183073319611776,11.2670909716057,-4.70272655968347,5.75630161273637e-06,0.000881486840118834,3.74007743997003
STX7,-0.317602273578489,9.78095301119965,-4.70113672694852,5.79550940471e-06,0.000881486840118834,3.73383187873766
SFXN3,0.370673056869796,9.10559275230747,4.70024050586687,5.81772528138785e-06,0.000881486840118834,3.73031180979038
NRIP1,0.554122264320242,10.3542957221207,4.69586561386778,5.92735878401001e-06,0.000881486840118834,3.71313568960985
STC2,0.390112352670944,7.68943041117165,4.69446781562398,5.9628062067855e-06,0.000881486840118834,3.70765030844235
ESRRG,-0.297900636560804,9.34204285272846,-4.69401146464591,5.97442332716153e-06,0.000881486840118834,3.70585970878515
ELMO3,0.272369946364209,7.97416985746373,4.6923632230041,6.01656433089095e-06,0.000881486840118834,3.69939350967881
CLDN16,-0.507149368440134,7.72599927757581,-4.6745055123919,6.49195104315448e-06,0.000941718561715408,3.62944289337475
CPOX,0.281088911387483,8.33853984901954,4.67034118433663,6.60791928344527e-06,0.00094914338648781,3.61315891692155
PROCR,0.422945525943053,10.5886252957139,4.66362534625768,6.79917029907198e-06,0.000967132466521393,3.5869201196917
CPEB4,-0.326376779914989,9.81440633613478,-4.64217487588869,7.44651626820987e-06,0.00104129852759403,3.50329928981017
HOOK1,0.334715720854407,7.41707057671568,4.64166130699654,7.46272236689463e-06,0.00104129852759403,3.50130071617018
C1orf21,0.342277077374964,8.38394599045695,4.63927697846524,7.53840905953468e-06,0.00104193614274757,3.49202414428631
STRA13,0.228309793970453,9.22650760891886,4.63063214247613,7.8190905990528e-06,0.00105443511072113,3.45841967877779
C1orf43,-0.202301305956855,10.3584691078274,-4.63062998001511,7.81916205660329e-06,0.00105443511072113,3.45841127858559
TMCC3,0.287651728779702,8.73755878131288,4.62985686794446,7.84474964634514e-06,0.00105443511072113,3.45540827030725
HINT3,-0.23617306618824,8.40116859870222,-4.62738008628993,7.92726889625095e-06,0.00105584015089975,3.44579017318589
PSMG3,0.21484243556808,8.55857075838902,4.6051570273589,8.70614452821693e-06,0.00114913264399015,3.35966168078454
TREM1,0.715318595964714,8.55399719718239,4.59943395138184,8.918389271429e-06,0.00116663679656881,3.33753086950111
COPG1,-0.208421636134382,10.5056535602352,-4.587615997612,9.37258165309634e-06,0.0012152008300842,3.29189615399641
TSPAN7,-0.429021959178039,8.66764101205824,-4.57981896173391,9.68437413811701e-06,0.0012446119780487,3.26183587484392
GNPDA1,-0.276951964512799,9.22253456203765,-4.57689484384492,9.80386616406852e-06,0.00124901254930233,3.25057219125607
RSPO2,-0.411304253852234,6.81540413761578,-4.56818388220624,1.01683227997892e-05,0.00127235985498292,3.21704936213089
AMFR,-0.361422631159483,10.5888469548353,-4.56676805426205,1.0228780763524e-05,0.00127235985498292,3.21160525442758
TLE6,0.279872802077816,7.26936932078475,4.56510731934462,1.0300138514869e-05,0.00127235985498292,3.20522103885515
JPH1,0.354700664393987,6.42464049902301,4.56431146653738,1.03345043166315e-05,0.00127235985498292,3.20216222603881
NDRG1,0.437816705001412,11.2146116969589,4.55717161085644,1.0647797514966e-05,0.0012899774915274,3.17473840287722
MIF,0.302769106984806,11.4005974370134,4.55703917476468,1.06536943877425e-05,0.0012899774915274,3.17423002506351
ULK1,-0.271358063617964,9.46274519281687,-4.54993588058457,1.09746328949671e-05,0.00131794546347675,3.14697901428941
SMARCA1,0.236054041793661,9.20267480559248,4.54524655522067,1.11915913705614e-05,0.00132911370487556,3.12900632751566
SLC23A2,-0.301489753460068,9.04464601905219,-4.54401893911698,1.12490682823404e-05,0.00132911370487556,3.12430355395824
ZNF319,-0.334772611007708,7.67734729388292,-4.53823859814281,1.15235501452856e-05,0.00134335295454048,3.10217288450353
SERTAD3,-0.206640611734912,8.48651700946216,-4.53762706714532,1.15529637753123e-05,0.00134335295454048,3.09983280317659
GATAD2B,-0.236618302737352,9.51273110279179,-4.53292064843732,1.17817692246961e-05,0.00135917087331514,3.08183114104515
ZNF217,-0.248066645335072,10.0413893972369,-4.51981731910091,1.24420397692686e-05,0.00142412753640277,3.03178568990855
SLC2A3,0.430493284920244,9.44387176464657,4.50612277237654,1.31701633256715e-05,0.00149578343321251,2.97959833061641
HSD17B1,-0.299661505462835,12.0248140638934,-4.48782850015861,1.42071490340275e-05,0.0016011456961349,2.91006797219168
CTDSP2,-0.247028697550313,10.3206134074093,-4.48489456890005,1.43806084566665e-05,0.0016083228587681,2.89893689463414
ANGPTL2,-0.288203790675341,7.7863640403773,-4.48291247528958,1.44989460180939e-05,0.00160927316750829,2.89142010854899
SNAP23,-0.273196829337905,10.4248426007602,-4.47513932735685,1.4972143828249e-05,0.00164929984381712,2.86196580381264
PFDN6,0.284203341440726,9.21348036146322,4.46621576015818,1.55337150546728e-05,0.00169839148705978,2.82819982649273
PLEKHA7,-0.287187135799059,8.87670103949906,-4.46362944676496,1.57002298360996e-05,0.00170388198021256,2.81842295809248
ARL4C,-0.305621693355123,8.70391992380723,-4.45831487012403,1.6047808920145e-05,0.00172879741536062,2.79834604507416
IFNAR2,0.40226789571656,7.96111645755734,4.45003909245496,1.6603845548837e-05,0.00177564190610227,2.76711858352483
OPN3,-0.332912317849498,9.85992086514063,-4.44550204720854,1.69165049867219e-05,0.00179251508547149,2.75001732161711
BPGM,-0.359816435983323,11.7582025734594,-4.44421364458256,1.70063201747687e-05,0.00179251508547149,2.74516341605462
SYNPO2L,-0.321086222274633,7.31488515690888,-4.44039681600211,1.72750948654194e-05,0.00180673299620856,2.73079021593298
SERPINB2,-0.4832432210591,12.5943590301743,-4.43881262342209,1.73878474141974e-05,0.00180673299620856,2.72482729883465
TBC1D22A,0.192885580864543,9.25123840744732,4.42933845062336,1.80770840530569e-05,0.00186512224268547,2.68920008128611
RFK,0.286605157411657,8.84858399214915,4.42646726509208,1.82910992501223e-05,0.00186991662373834,2.67841451176747
PVRL4,0.521280236894766,9.92767119046627,4.42529983835939,1.83788133109222e-05,0.00186991662373834,2.67403060663165
AZIN1,-0.374944978978748,11.202239897957,-4.39467991237562,2.08293969376858e-05,0.00208161291129543,2.5593610191577
TM9SF4,-0.147850468233422,10.3556284344529,-4.39453399117394,2.08417952830948e-05,0.00208161291129543,2.55881600480908
DEGS1,0.289958182279216,10.5735469299879,4.39308518257337,2.09652803989e-05,0.00208161291129543,2.5534054661198
SLC16A4,-0.242428365013856,11.1130574850577,-4.39167337287116,2.1086288574073e-05,0.00208161291129543,2.548134406834
SLC11A1,0.198758320798967,7.1957467094724,4.39023687404691,2.12101019986425e-05,0.00208161291129543,2.54277249497881
SLC16A3,0.365506363722682,10.1594710238734,4.38906081359093,2.13119880345583e-05,0.00208161291129543,2.53838369753904
SPON1,-0.430593926138602,8.43400534170692,-4.38323304491751,2.18238492365489e-05,0.00210968062015422,2.51664898645401
IPMK,0.479705611486668,8.25041123973522,4.38251932712219,2.18873424519447e-05,0.00210968062015422,2.51398868434823
MMADHC,-0.240371483656874,10.3552660008583,-4.38026608656468,2.20889608625609e-05,0.00211519846795673,2.50559215526065
MINPP1,-0.27744677889601,10.11923396076,-4.37341552020724,2.2712969069415e-05,0.00214457937683015,2.48008429268924
LY6E,0.323111185957096,9.99040579690596,4.37290145167018,2.27604721066154e-05,0.00214457937683015,2.4781714051059
TMTC4,0.30183311391063,7.66741506769107,4.37209788413272,2.28349179431782e-05,0.00214457937683015,2.47518161419421
ZNF641,-0.260941629829591,7.65621556482839,-4.36116585392772,2.38712480267038e-05,0.00222762837477222,2.43454912455108
GNS,-0.267421384859434,11.322627534402,-4.35703528171466,2.42744601647788e-05,0.00224743210019586,2.4192167507003
PPP1R12C,0.248987726864735,8.59511012784187,4.35586118833349,2.43902603188275e-05,0.00224743210019586,2.41486063409414
KRT23,-0.290444314020379,12.0831188412454,-4.35358099684603,2.4616672436453e-05,0.00225411792416546,2.40640324488705
DNAJB12,-0.188477315274694,8.38295157205209,-4.34858611655269,2.51197179185901e-05,0.0022858943305917,2.38788874009034
ACO1,-0.215018945332723,10.4823437700844,-4.34264677700639,2.57307397861601e-05,0.00232704363337674,2.36589461413352
FLT1,0.517754019293116,11.1698796095803,4.33758476067718,2.62627511978679e-05,0.00236058630552125,2.34716752601606
TFAP2C,-0.23172134915977,9.44098125709729,-4.32610718777001,2.75084454452026e-05,0.00245747703791258,2.30476800532386
CAPRIN1,-0.241776700793215,10.7961591430701,-4.32015514760396,2.8176583590171e-05,0.00248726734441407,2.28281445354763
L1TD1,0.307130484620399,6.9806201011696,4.31924302314589,2.82803398414433e-05,0.00248726734441407,2.27945222029378
CXCL14,-0.472607611422097,9.92962687929467,-4.31862180521725,2.83512146964131e-05,0.00248726734441407,2.27716262655406
USP9X,-0.247145828538201,11.2136123401435,-4.31282334292049,2.90210388215592e-05,0.00253087642723015,2.2558037277576
MAPK11,0.17844640659111,7.13099017607332,4.30959284698296,2.94007805231082e-05,0.0025488215115033,2.24391363128566
C10orf10,-0.339503871263688,10.4773125339523,-4.30797422113259,2.95928376357373e-05,0.00255038037765404,2.23795873050978
PUS1,0.134871662552944,7.71107449195205,4.30337499579684,3.01451509612403e-05,0.0025704638549222,2.22104765340633
HEYL,-0.364064742944793,8.35770708489487,-4.30311419329472,3.01767649339034e-05,0.0025704638549222,2.22008911520473
VEGFA,0.33122717100488,7.54437482243729,4.29843409414957,3.07495158480908e-05,0.00260411073231432,2.20289576614537
BHLHE40,0.589712713852565,10.0090346382819,4.29363272689558,3.13479427667717e-05,0.00263812902189472,2.18527190801557
SNX27,-0.189629660054324,9.90207228225368,-4.29233705997214,3.15113356652499e-05,0.00263812902189472,2.18051864771993
EXOSC5,0.281174296583448,7.45097145508681,4.28981869670467,3.18312603035903e-05,0.00263899930177304,2.17128299317001
NEK6,0.241841588042574,8.75630959897996,4.28942168325071,3.18819791422994e-05,0.00263899930177304,2.16982739790974
ZNF583,-0.336699722427098,7.57559534195602,-4.28713599532545,3.21754896353866e-05,0.00264833201487668,2.1614492605127
NARF,0.207050767642338,8.45177743903504,4.28446349573414,3.25219597891254e-05,0.00266189515570099,2.15165764721843
RIPK4,0.173181628251326,7.41016272735804,4.27989303800677,3.31227975272403e-05,0.00269601170317555,2.13492314952582
SIN3A,-0.176794354314714,9.51918190579882,-4.27621036980708,3.3614658522655e-05,0.00272093017688076,2.12144929156347
GPR34,-0.324280728848969,8.20063657971651,-4.2737445454238,3.3947904778168e-05,0.00272158003090174,2.11243253965928
RCAN1,-0.314011538832526,9.00189273588048,-4.27340376570106,3.3994208289879e-05,0.00272158003090174,2.11118673071052
RPF2,0.275383529125905,8.70572148436347,4.26982576515203,3.44840413158545e-05,0.00274579178977491,2.09811105854863
DPYSL3,-0.229751382277613,8.02392112232473,-4.26571883402955,3.50546312169008e-05,0.00277613730788548,2.0831128779489
PTBP3,0.183585711897502,9.88419348297089,4.26180865307875,3.56062929102161e-05,0.00280466557756761,2.0688435985654
CORO2A,0.371835134914871,7.35416295499787,4.25990875014144,3.58773338993832e-05,0.00280805227164903,2.06191401185424
SRPX,-0.400985110451993,9.28154503072108,-4.25882648331564,3.60326139560451e-05,0.00280805227164903,2.05796769007111
PDZRN3,-0.347854924389752,7.54658887278356,-4.2561028298406,3.64262517202138e-05,0.00282370906853361,2.04803973960354
NUP153,-0.192924115875783,10.4949983528886,-4.24548863969044,3.79999833256364e-05,0.00291925714103885,2.00939710892974
SH3PXD2A,0.323480597334274,9.68108852893875,4.2450129134859,3.80720224717903e-05,0.00291925714103885,2.00766690577868
MAT2B,-0.254878008664631,8.55702256178609,-4.24379797635614,3.82565948453662e-05,0.00291925714103885,2.00324889577882
GPT2,0.340356083772359,7.60581558119547,4.23893650975504,3.9003765162337e-05,0.00296085058753057,1.9855804344235
TERF2IP,-0.170883267794647,9.15780534033493,-4.22692420103836,4.09104227957776e-05,0.00306069739726185,1.94199052520294
CEBPG,0.248538743197766,9.05384914081062,4.22684184424548,4.09237981432431e-05,0.00306069739726185,1.94169200332995
OSBP,-0.233288532089368,10.4069690436388,-4.22670652194177,4.09457845787539e-05,0.00306069739726185,1.94120150513359
TACC2,-0.291701754698295,9.93680791031304,-4.2215335425388,4.17948011239771e-05,0.00310830269678877,1.92246034313802
EFNA1,0.352543334719458,9.86893721651144,4.21099722949012,4.35765402129946e-05,0.00322444389222517,1.88434366309316
MAEA,-0.202085212558957,9.45591145639681,-4.20792693099021,4.41092860487347e-05,0.0032405398088578,1.87325036851809
MELK,0.305780583445051,7.49331954213718,4.20719942201049,4.42364317638086e-05,0.0032405398088578,1.87062273054055
SUMO3,-0.185475083988944,10.2651485309138,-4.20028235716987,4.5462983932597e-05,0.00331382177908696,1.84565717989189
GALNT18,0.289929839225357,8.17379167072315,4.19859256732025,4.57675357314265e-05,0.00331950577228282,1.83956314511293
ZFP3,-0.258372539787884,7.61124857194077,-4.19078300766094,4.72006200268584e-05,0.00338999765147198,1.811423732203
DDX47,-0.157962158792067,9.68180933568803,-4.19077449110078,4.72022060542137e-05,0.00338999765147198,1.81139306766337
FLNB,0.341378361855412,10.0466451501283,4.18863481859046,4.76022954710614e-05,0.00340205478510498,1.80369055272922
ARL4A,-0.248093469608255,8.14930570023777,-4.18287974484947,4.86945923615121e-05,0.00345660765114603,1.78298836932039
SLC20A1,-0.307590390744691,11.2875500228349,-4.18213610974729,4.8837470738327e-05,0.00345660765114603,1.78031498477394
C4orf19,-0.243520406228281,9.67573903632037,-4.17912252153016,4.94206064681807e-05,0.00347107881715247,1.76948487541776
SOD1,-0.247729352532664,11.5986669008533,-4.17863398510675,4.95157649842923e-05,0.00347107881715247,1.76772976864628
PKM,0.267432569563852,10.1288065395794,4.17589272505649,5.00529774249438e-05,0.00349202939168025,1.75788454761665
PREP,0.265837201177524,8.65536384524152,4.17323011954106,5.05801142761247e-05,0.00351208177374172,1.74832665566629
UBASH3B,0.309696353753296,8.57136423689867,4.16425231903939,5.23969662079632e-05,0.00362107524487203,1.716134453175
CCBL1,0.190226910937364,7.40586787736489,4.15832711965936,5.36300942637488e-05,0.00367938674007702,1.69491790230245
WDR45B,-0.173847774572238,9.81344905415096,-4.15760799433009,5.37816318012153e-05,0.00367938674007702,1.69234451946682
PFKFB4,0.304718987445524,8.33541066632829,4.15579463387958,5.41655731870177e-05,0.00367938674007702,1.68585697741899
RBM4,-0.213940791302257,9.68807198465253,-4.15488562889691,5.43590215983749e-05,0.00367938674007702,1.68260572482063
NEK11,0.365321146628479,7.58015971640946,4.15367361911853,5.46179820218809e-05,0.00367938674007702,1.67827157832786
CSNK2B,-0.194496223514061,11.117684103017,-4.15306928025243,5.47475468798574e-05,0.00367938674007702,1.67611083355328
PRKD3,0.251285840653272,7.22969867230556,4.14869130306951,5.5694966259454e-05,0.00371685461608067,1.66046524517479
BRPF3,-0.283883747043115,8.68896593248392,-4.14772058123455,5.59071504032959e-05,0.00371685461608067,1.65699792902525
KLHL3,-0.365246285176489,8.07173923646593,-4.1465050685666,5.61739324899459e-05,0.00371685461608067,1.65265714436587
GLE1,-0.170630888952386,8.65065865961947,-4.1458426965283,5.63198228632796e-05,0.00371685461608067,1.65029213152926
ZBTB39,-0.217326988996817,7.94985151744683,-4.13947629796799,5.77406583775998e-05,0.00375616484968404,1.62757591641899
LIN28B,0.324016628306079,10.1878640054645,4.13936703919686,5.77653391664905e-05,0.00375616484968404,1.62718630507837
FAM84B,-0.237063401914247,8.33606246462744,-4.13916054487043,5.78120123443831e-05,0.00375616484968404,1.62644997866462
PROSER1,-0.217291020649363,10.3982999089956,-4.13859079889309,5.79409771366181e-05,0.00375616484968404,1.62441850354268
NTRK2,0.31080577713796,6.42221558009228,4.13729303814116,5.82357596612238e-05,0.00375864367751802,1.6197920539665
PPP1R35,0.181440562139175,8.96699585757879,4.13285589405923,5.92545185314437e-05,0.0038076225921236,1.6039824872536
IGSF8,0.336736320591088,8.30912752072339,4.12561262767633,6.09542727222555e-05,0.00389974257490727,1.57820337711498
ELMO1,-0.227397435439523,9.20208402699047,-4.12348434287108,6.14625083144967e-05,0.00391316798518776,1.57063548357911
MME,0.281738491893691,9.76909186232976,4.12250264811217,6.16983007698023e-05,0.00391316798518776,1.56714574603568
NCAPG,0.316305306244658,7.44389692595069,4.11431742603897,6.3698254912119e-05,0.00402259970998903,1.53807433398871
RSU1,-0.16565155837424,10.309647712932,-4.10934378280981,6.49436134751522e-05,0.00408364326619938,1.52043172215423
INHA,0.459089712580042,8.99560627153717,4.10804248742507,6.52732682330781e-05,0.00408683184992661,1.51581851831211
PPP2R2D,-0.185959514504928,8.81763907183252,-4.10562740198039,6.58893207369891e-05,0.00410784867284097,1.50725988866381
ELK1,-0.290305671025283,9.35138716890182,-4.10348707875074,6.64399269072399e-05,0.00411535459437403,1.49967828741055
