"Name","K","Kin","Kout","TypeI","TypeII"
"PFN1",12,4,8,0,1
"COL4A1",11,5,6,0,1
"EP300",79,67,12,0,1
"HDAC1",50,40,10,0,1
"EFEMP2",9,5,4,0,1
"TRIM37",22,11,11,0,1
"CDKN1A",40,26,14,0,1
"SETDB1",51,38,13,0,1
"HSPA8",26,11,15,0,1
"MAPT",11,4,7,0,1
"CAV1",40,18,22,0,1
"EPB41",11,4,7,0,1
"NID1",8,6,2,0,1
"PSEN2",9,4,5,0,1
"TP53BP2",18,15,3,0,1
"APPBP2",3,1,2,0,1
"APTX",6,4,2,0,1
"CCDC85B",51,41,10,0,1
"TRIP6",14,9,5,0,1
"GTF2H1",17,10,7,0,1
"NFKB1",25,12,13,0,1
"PIAS4",24,20,4,0,1
"POU5F1",12,4,8,0,1
"SMAD3",47,18,29,0,1
"SUMO1",22,17,5,0,1
"TRIM24",19,13,6,0,1
"PICK1",10,4,6,0,1
"RALA",8,7,1,0,1
"RASA1",29,16,13,0,1
"RHOA",22,10,12,0,1
"RBPMS",20,16,4,0,1
"EZR",23,10,13,0,1
"RAC2",7,2,5,0,1
"RHOH",2,1,1,0,1
"VAV1",32,21,11,0,1
"ARHGEF1",7,4,3,0,1
"CSNK1E",14,11,3,0,1
"GNA13",15,5,10,0,1
"GNA12",9,2,7,0,1
"GIT1",26,14,12,0,1
"PPM1F",4,3,1,0,1
"ARID3A",5,2,3,0,1
"E2F1",14,5,9,0,1
"E2F2",5,2,3,0,1
"ARIH2",6,5,1,0,1
"UBR1",11,3,8,0,1
"UNC119",39,18,21,0,1
"FXR2",12,8,4,0,1
"ARNT",10,5,5,0,1
"ARPC3",8,4,4,0,1
"BMPR2",13,6,7,0,1
"CSK",19,12,7,0,1
"MAPK1",41,28,13,0,1
"MDM2",22,10,12,0,1
"CSNK2A2",19,12,7,0,1
"FLNA",23,11,12,0,1
"GTF3C1",7,5,2,0,1
"ASGR1",5,1,4,0,1
"GABPA",8,4,4,0,1
"JUN",41,16,25,0,1
"CEBPA",14,4,10,0,1
"FOS",25,11,14,0,1
"HMGA1",12,6,6,0,1
"JDP2",6,5,1,0,1
"CEBPG",10,7,3,0,1
"JUNB",7,3,4,0,1
"DDIT3",9,4,5,0,1
"CDC34",6,5,1,0,1
"ATF7IP",15,5,10,0,1
"GTF2E2",16,9,7,0,1
"LUC7L2",23,11,12,0,1
"GABARAPL2",7,5,2,0,1
"STK11",6,4,2,0,1
"TOPBP1",9,5,4,0,1
"XRCC5",15,10,5,0,1
"ATN1",39,17,22,0,1
"CBFA2T2",8,6,2,0,1
"EWSR1",30,11,19,0,1
"MDFI",34,27,7,0,1
"PSMA3",6,4,2,0,1
"SUMO2",13,9,4,0,1
"MAPK3",44,34,10,0,1
"ATP1B1",6,4,2,0,1
"MBIP",10,5,5,0,1
"RASSF1",4,3,1,0,1
"PIN1",24,14,10,0,1
"PSME3",7,2,5,0,1
"MED15",6,5,1,0,1
"EZH2",7,1,6,0,1
"PQBP1",4,3,1,0,1
"U2AF2",9,4,5,0,1
"NME1",6,2,4,0,1
"PPP1CC",7,3,4,0,1
"GRK5",6,4,2,0,1
"GNAS",8,2,6,0,1
"AXL",10,1,9,0,1
"CBL",40,21,19,0,1
"IL2RG",8,5,3,0,1
"PIK3R1",56,30,26,0,1
"B2M",4,2,2,0,1
"BAD",23,11,12,0,1
"BCL2",27,16,11,0,1
"MAPK8",23,19,4,0,1
"PPP1CA",18,14,4,0,1
"RPS6KA1",13,12,1,0,1
"YWHAQ",33,23,10,0,1
"BAG1",6,2,4,0,1
"DLG4",31,12,19,0,1
"VDAC1",4,2,2,0,1
"CASP1",13,4,9,0,1
"BCAR1",20,13,7,0,1
"RIPK2",11,9,2,0,1
"MAPK11",8,7,1,0,1
"COPS5",13,11,2,0,1
"HDAC3",21,16,5,0,1
"NCOA1",28,14,14,0,1
"IRF4",4,2,2,0,1
"NCOR1",26,14,12,0,1
"RBL1",16,14,2,0,1
"NIF3L1",14,11,3,0,1
"CASP10",5,3,2,0,1
"CSNK2B",45,18,27,0,1
"BIRC2",13,3,10,0,1
"JUP",15,7,8,0,1
"MAGEA11",13,6,7,0,1
"TRADD",14,5,9,0,1
"UBB",21,13,8,0,1
"DIABLO",3,2,1,0,1
"BLK",6,3,3,0,1
"BLNK",15,11,4,0,1
"SH3KBP1",11,9,2,0,1
"COL7A1",8,5,3,0,1
"HSPG2",6,3,3,0,1
"STUB1",5,2,3,0,1
"TUBB",20,7,13,0,1
"BMX",8,6,2,0,1
"ITK",11,7,4,0,1
"PTK2",40,20,20,0,1
"MED1",11,7,4,0,1
"USF2",5,2,3,0,1
"YY1",10,4,6,0,1
"BRD4",4,3,1,0,1
"RFC1",7,4,3,0,1
"HAP1",28,22,6,0,1
"HIST3H3",18,10,8,0,1
"BRF1",10,5,5,0,1
"RBL2",17,11,6,0,1
"SAP30",16,12,4,0,1
"CBX1",6,4,2,0,1
"KIT",20,6,14,0,1
"PIP4K2A",4,3,1,0,1
"PLCG2",25,15,10,0,1
"PRKCE",17,8,9,0,1
"PRKCQ",13,6,7,0,1
"PRKD1",9,7,2,0,1
"TUBA1A",20,6,14,0,1
"BTRC",15,7,8,0,1
"SKP1",11,6,5,0,1
"PLK1",26,12,14,0,1
"C1QBP",10,4,6,0,1
"HIPK3",6,3,3,0,1
"SGTA",7,2,5,0,1
"UBQLN4",24,14,10,0,1
"C2orf44",4,1,3,0,1
"RAB35",3,2,1,0,1
"C3",6,3,3,0,1
"C7orf25",6,4,2,0,1
"C8orf33",9,5,4,0,1
"FEZ1",11,3,8,0,1
"CA2",3,1,2,0,1
"CACNA1A",4,2,2,0,1
"CABP2",2,1,1,0,1
"NMT1",4,3,1,0,1
"DMD",7,2,5,0,1
"CALCOCO2",16,8,8,0,1
"CALCR",2,1,1,0,1
"MBL2",3,1,2,0,1
"ITGA2B",6,2,4,0,1
"SLC2A1",6,4,2,0,1
"TRAF6",25,8,17,0,1
"KPNB1",23,12,11,0,1
"PRTN3",6,5,1,0,1
"CAPN1",11,4,7,0,1
"RAB1A",12,9,3,0,1
"TRAF1",17,7,10,0,1
"GRIK2",7,4,3,0,1
"DEDD",6,4,2,0,1
"RYBP",9,7,2,0,1
"CASP8",28,7,21,0,1
"ROCK1",9,5,4,0,1
"YWHAE",33,16,17,0,1
"CHD3",29,19,10,0,1
"EIF2AK2",16,7,9,0,1
"PIAS1",13,10,3,0,1
"PRKCG",22,5,17,0,1
"RNF19A",6,2,4,0,1
"PTPRF",10,5,5,0,1
"RAC1",26,4,22,0,1
"STRN4",11,4,7,0,1
"CD5",13,10,3,0,1
"NOTCH1",15,7,8,0,1
"CRY1",6,3,3,0,1
"CBX2",3,2,1,0,1
"RNF2",6,3,3,0,1
"MEP1A",8,4,4,0,1
"CCR1",8,5,3,0,1
"CCR5",7,4,3,0,1
"VCAN",13,6,7,0,1
"CCL21",6,3,3,0,1
"CTSD",9,5,4,0,1
"SRGN",8,6,2,0,1
"SDC4",4,1,3,0,1
"CDC25A",8,5,3,0,1
"CDC25C",7,5,2,0,1
"GADD45G",21,11,10,0,1
"MED8",19,11,8,0,1
"MCM10",12,6,6,0,1
"ERCC3",6,4,2,0,1
"JAK1",31,13,18,0,1
"CXCL13",5,4,1,0,1
"CD4",23,10,13,0,1
"VHL",8,4,4,0,1
"IKBKAP",8,6,2,0,1
"ITGB2",23,5,18,0,1
"FYN",69,29,40,0,1
"CD2",9,8,1,0,1
"SHC1",57,25,32,0,1
"CD247",9,2,7,0,1
"PIK3CG",13,9,4,0,1
"PTPRC",21,10,11,0,1
"PRPF6",2,1,1,0,1
"LYN",43,19,24,0,1
"CD3E",10,5,5,0,1
"JAK3",12,4,8,0,1
"YES1",10,6,4,0,1
"GNAI1",17,10,7,0,1
"CD48",6,2,4,0,1
"EEF1D",9,4,5,0,1
"CD9",7,3,4,0,1
"ITGA6",3,1,2,0,1
"CD72",2,1,1,0,1
"PTTG1",3,2,1,0,1
"MAPK14",26,18,8,0,1
"CDC37",21,17,4,0,1
"SAFB",15,9,6,0,1
"SMG1",6,3,3,0,1
"CDK5RAP2",9,6,3,0,1
"HNF1A",9,4,5,0,1
"PAX6",13,6,7,0,1
"PXN",39,11,28,0,1
"RUNX1",6,4,2,0,1
"SOX10",19,8,11,0,1
"SPI1",11,7,4,0,1
"CREBBP",86,39,47,0,1
"MYB",9,3,6,0,1
"SMARCB1",10,2,8,0,1
"SP1",44,18,26,0,1
"SRF",22,11,11,0,1
"TAF9",23,14,9,0,1
"CEBPE",8,5,3,0,1
"MLLT6",2,1,1,0,1
"NFIL3",5,4,1,0,1
"GARS",3,1,2,0,1
"SPTBN4",7,2,5,0,1
"RIPK1",15,11,4,0,1
"PTPN12",13,11,2,0,1
"PPP2R5A",11,7,4,0,1
"MARK3",10,6,4,0,1
"CHMP2A",3,1,2,0,1
"PIAS2",6,3,3,0,1
"GNA15",5,2,3,0,1
"GPRASP1",10,3,7,0,1
"ILK",9,7,2,0,1
"GADD45A",19,14,5,0,1
"TYROBP",5,3,2,0,1
"CLTA",3,2,1,0,1
"HGS",25,11,14,0,1
"CLU",4,1,3,0,1
"RABAC1",16,9,7,0,1
"PNN",9,4,5,0,1
"CNTNAP2",3,1,2,0,1
"PPL",3,1,2,0,1
"RGS19",10,5,5,0,1
"COL2A1",12,8,4,0,1
"COL3A1",5,2,3,0,1
"COL4A3",4,1,3,0,1
"COL4A3BP",2,1,1,0,1
"COPB1",9,4,5,0,1
"CPNE4",4,3,1,0,1
"WWP1",8,5,3,0,1
"IGSF21",12,6,6,0,1
"GLI2",3,2,1,0,1
"CREB3L1",4,3,1,0,1
"ETS1",15,7,8,0,1
"NCOA6",12,5,7,0,1
"PROX1",9,5,4,0,1
"TP53",46,10,36,0,1
"TUBB2A",6,4,2,0,1
"CRKL",26,10,16,0,1
"MAPK8IP2",14,6,8,0,1
"RPA2",16,9,7,0,1
"SOCS1",19,9,10,0,1
"GNB2L1",27,18,9,0,1
"PTN",17,7,10,0,1
"CSTF2",6,4,2,0,1
"CTGF",3,2,1,0,1
"NEK1",8,6,2,0,1
"FAM118B",9,5,4,0,1
"FGFR3",12,7,5,0,1
"PF4",3,1,2,0,1
"NCF4",6,5,1,0,1
"PAFAH1B1",8,3,5,0,1
"DAB2",8,2,6,0,1
"SMURF2",19,8,11,0,1
"PIK3R3",9,6,3,0,1
"MED19",6,2,4,0,1
"RPGR",4,3,1,0,1
"DDR1",3,1,2,0,1
"RGS2",21,2,19,0,1
"DFNB31",4,1,3,0,1
"DHH",2,1,1,0,1
"DLG1",24,1,23,0,1
"PTK2B",24,7,17,0,1
"NOS1",9,3,6,0,1
"DLGAP2",2,1,1,0,1
"IRAK1",30,8,22,0,1
"DLST",5,3,2,0,1
"DNAJC7",6,4,2,0,1
"KIAA1377",16,7,9,0,1
"TRIM27",9,6,3,0,1
"DOK1",11,4,7,0,1
"MAP4K4",4,2,2,0,1
"EXOSC4",13,9,4,0,1
"UPF1",11,4,7,0,1
"DRAP1",5,2,3,0,1
"GNAI3",19,5,14,0,1
"EEF1G",25,4,21,0,1
"PRKD2",5,4,1,0,1
"DUSP23",11,4,7,0,1
"PLA2G4A",7,3,4,0,1
"TFDP1",7,5,2,0,1
"E2F3",9,4,5,0,1
"TFDP2",3,2,1,0,1
"MAP3K14",13,5,8,0,1
"TRAF2",75,12,63,0,1
"EDN1",4,2,2,0,1
"EEF1A1",27,10,17,0,1
"POLR2C",8,4,4,0,1
"KARS",5,3,2,0,1
"EFNA1",3,1,2,0,1
"PPBP",7,1,6,0,1
"EFNB1",6,3,3,0,1
"EFNB2",8,3,5,0,1
"HOMER1",9,3,6,0,1
"EIF2S2",8,1,7,0,1
"EIF3F",3,1,2,0,1
"ID2",16,8,8,0,1
"OSGEP",9,3,6,0,1
"EMG1",2,1,1,0,1
"TES",4,2,2,0,1
"PRKACA",35,5,30,0,1
"FGFR1",11,7,4,0,1
"NCOA3",14,5,9,0,1
"TAF10",15,7,8,0,1
"USF1",4,3,1,0,1
"PAX5",6,4,2,0,1
"ETV6",3,2,1,0,1
"FLI1",3,2,1,0,1
"PFN2",7,1,6,0,1
"EVPL",2,1,1,0,1
"EXOC7",7,2,5,0,1
"NUDT21",13,8,5,0,1
"UPF2",14,4,10,0,1
"RAB27A",8,4,4,0,1
"F10",6,3,3,0,1
"PARD3",7,3,4,0,1
"PTPRB",6,3,3,0,1
"F2",8,1,7,0,1
"F2R",7,2,5,0,1
"PLG",9,6,3,0,1
"HOOK2",5,4,1,0,1
"PLAUR",8,3,5,0,1
"FBXW7",6,2,4,0,1
"IMMT",13,2,11,0,1
"GNAQ",6,2,4,0,1
"FGR",10,2,8,0,1
"PPP3R1",3,2,1,0,1
"PRMT1",16,8,8,0,1
"MAP2K4",13,5,8,0,1
"TRIO",4,2,2,0,1
"FLNB",3,1,2,0,1
"SHBG",7,3,4,0,1
"FLT3LG",2,1,1,0,1
"TGM2",10,2,8,0,1
"SYNJ1",6,1,5,0,1
"TBP",25,8,17,0,1
"FOXA2",5,4,1,0,1
"FOXG1",11,6,5,0,1
"SMAD1",26,8,18,0,1
"PRKCI",13,8,5,0,1
"FUNDC2",3,1,2,0,1
"FURIN",7,1,6,0,1
"HRAS",25,18,7,0,1
"ITPR1",13,4,9,0,1
"TUBA4A",16,7,9,0,1
"WNT4",3,1,2,0,1
"WNT1",6,3,3,0,1
"GABARAP",3,2,1,0,1
"IARS",2,1,1,0,1
"GATA1",3,1,2,0,1
"ZFPM1",3,1,2,0,1
"NR5A1",8,3,5,0,1
"SNRPB",9,7,2,0,1
"PDLIM7",8,5,3,0,1
"NCAM1",2,1,1,0,1
"RNF11",21,11,10,0,1
"GGA2",5,2,3,0,1
"GGA3",6,2,4,0,1
"TSG101",12,6,6,0,1
"PTPN11",15,4,11,0,1
"NPY",4,3,1,0,1
"NTRK1",13,4,9,0,1
"NSFL1C",4,2,2,0,1
"PLEKHF2",10,8,2,0,1
"GNB1",11,4,7,0,1
"PPP2R1A",11,6,5,0,1
"PABPC1",7,3,4,0,1
"GNB5",5,2,3,0,1
"NUDT18",12,8,4,0,1
"HTR1A",5,2,3,0,1
"RAP2A",4,2,2,0,1
"GRIN2D",11,5,6,0,1
"TUBA8",4,2,2,0,1
"MRPS9",3,2,1,0,1
"HDAC6",8,7,1,0,1
"ID1",7,4,3,0,1
"ZNF512B",11,2,9,0,1
"MET",13,3,10,0,1
"PLAU",5,2,3,0,1
"HMP19",6,1,5,0,1
"NR2C2",5,2,3,0,1
"SYNCRIP",8,6,2,0,1
"HNRNPM",5,2,3,0,1
"MARS",3,2,1,0,1
"RYR1",7,4,3,0,1
"MEIS1",17,9,8,0,1
"PBX1",7,2,5,0,1
"SMARCA4",11,5,6,0,1
"QARS",10,3,7,0,1
"HSPA5",12,3,9,0,1
"KRAS",6,1,5,0,1
"ID3",5,3,2,0,1
"IGBP1",3,1,2,0,1
"IGF1R",14,4,10,0,1
"UBE2D3",8,6,2,0,1
"VCAM1",4,1,3,0,1
"IL18",6,3,3,0,1
"IL1RAP",7,2,5,0,1
"SDC1",5,1,4,0,1
"TNNT1",13,4,9,0,1
"KRT27",4,2,2,0,1
"TOLLIP",8,4,4,0,1
"TRAF4",11,5,6,0,1
"IRF8",7,3,4,0,1
"ITFG1",4,2,2,0,1
"TLN1",10,4,6,0,1
"ITGB7",6,1,5,0,1
"PTPN6",32,4,28,0,1
"TNFRSF1A",23,7,16,0,1
"TJP1",8,2,6,0,1
"NFE2L1",6,3,3,0,1
"NFYA",6,3,3,0,1
"NFE2L2",7,4,3,0,1
"MYC",18,5,13,0,1
"NDUFA4L2",3,2,1,0,1
"VTA1",6,3,3,0,1
"KIAA1279",3,1,2,0,1
"KLK3",2,1,1,0,1
"RAP1A",11,4,7,0,1
"KRT18",11,7,4,0,1
"LEF1",7,2,5,0,1
"NGFR",18,4,14,0,1
"POLA2",10,2,8,0,1
"LSM2",5,2,3,0,1
"UTP14A",18,5,13,0,1
"LSM7",3,1,2,0,1
"TRAF3",12,6,6,0,1
"MACF1",4,2,2,0,1
"NDC80",11,5,6,0,1
"MAG",4,1,3,0,1
"MBP",15,4,11,0,1
"MAGEA4",3,1,2,0,1
"MAP1B",8,2,6,0,1
"MAP2K6",6,4,2,0,1
"MAP2K7",7,4,3,0,1
"MAP3K5",11,4,7,0,1
"RAB8A",5,3,2,0,1
"PML",21,11,10,0,1
"RPS6KA6",6,3,3,0,1
"MAPK8IP3",13,5,8,0,1
"SMAD5",11,4,7,0,1
"SMAD7",10,3,7,0,1
"STK4",3,2,1,0,1
"ZMYND19",3,1,2,0,1
"MED25",6,2,4,0,1
"MED17",5,2,3,0,1
"MED9",9,5,4,0,1
"NPPA",4,2,2,0,1
"SELPLG",5,3,2,0,1
"SPG21",6,4,2,0,1
"NEDD8",3,1,2,0,1
"RXRA",33,9,24,0,1
"PHYHIP",4,1,3,0,1
"NFIC",3,2,1,0,1
"TLX1",3,1,2,0,1
"NFIX",3,2,1,0,1
"NFKBIB",12,6,6,0,1
"RANBP2",8,2,6,0,1
"OPRD1",7,1,6,0,1
"PSMC1",5,2,3,0,1
"PNMA1",3,1,2,0,1
"PCM1",4,1,3,0,1
"PDE6D",12,1,11,0,1
"PDGFRB",22,2,20,0,1
"TUBG1",8,3,5,0,1
"SH3GL1",10,3,7,0,1
"UBAP2L",3,1,2,0,1
"POLR2E",4,2,2,0,1
"POLR3F",3,1,2,0,1
"WNT7B",2,1,1,0,1
"PPFIA3",4,2,2,0,1
"PPFIBP2",4,2,2,0,1
"PPP1CB",3,2,1,0,1
"PPP1R14A",3,1,2,0,1
"PSMD4",2,1,1,0,1
"PTGDS",5,2,3,0,1
"PTPRS",10,3,7,0,1
"RAP1GAP",3,1,2,0,1
"RCOR1",2,1,1,0,1
"REST",2,1,1,0,1
"RELB",4,3,1,0,1
"SMARCC1",3,1,2,0,1
"STX11",5,3,2,0,1
"SOX5",2,1,1,0,1
"SOX6",2,1,1,0,1
"STX8",5,3,2,0,1
"TNFRSF10B",3,1,2,0,1
"TRAF5",12,5,7,0,1
"TNFRSF4",7,1,6,0,1
"TP73",9,2,7,0,1
"TPD52",2,1,1,0,1
"TRIM39",2,1,1,0,1
"ZNF446",4,2,2,0,1
