,logFC,AveExpr,t,P.Value,adj.P.Val,B
SLC43A1,-0.0385601645523153,7.78826337576762,-0.832861531714588,0.406620974409382,0.550235882153122,-6.36906425695084
DSG1,0.0673711324077138,5.60628237069768,0.832731860455413,0.406693821664868,0.550283633285184,-6.36917095167625
ART4,0.0737022255905195,7.02734255459133,0.832388167064543,0.406886941312644,0.55048789628846,-6.36945366640487
GABRD,0.0522076415106891,7.08111580810366,0.832301370854668,0.406935720443989,0.55048789628846,-6.36952504484673
PPAP2C,0.0668905088102516,8.26610879524122,0.832262610189151,0.406957504928013,0.55048789628846,-6.36955691800958
FBXL19-AS1,-0.0571170517020132,7.54850055022876,-0.831963374496822,0.407125706745876,0.550664579905265,-6.36980293221794
LYZ,-0.126349445950277,9.31405470274115,-0.83187824035107,0.407173568730171,0.550678478303862,-6.36987290859611
C14orf142,-0.0516281592165759,7.94066412778418,-0.831735382970401,0.407253890060285,0.550736269454793,-6.36999031493815
LCMT2,0.0631041406411335,8.27603433486243,0.831645066432876,0.407304675324101,0.550754111506544,-6.37006453067522
LENG1,0.0508774807276176,7.16477356025583,0.831133340823438,0.40759249241391,0.551092433218548,-6.37048488017617
SIAH2,-0.0612198177092704,9.70343799807647,-0.830750243912048,0.407808043394958,0.551332992874368,-6.37079940218691
MAZ,0.069004922763698,8.13296826710736,0.829640913752162,0.408432600344916,0.552126409637697,-6.37170935248231
PLP1,0.0487005549032853,6.2691740465255,0.829440228456596,0.408545648499738,0.552228277162992,-6.37187384028212
MAP3K7CL,0.0695657615680041,7.04090203009723,0.828625024592133,0.409005055466115,0.552798253471776,-6.37254160199725
PRSS36,0.0558904795305599,7.99812214674826,0.828521828251823,0.409063233812481,0.552825886780432,-6.37262608742609
PLCD1,0.0420611550021448,7.40867879107821,0.828196342500721,0.409246763524297,0.553022904666525,-6.37289249003139
S100P,-0.0764833077497027,12.6107949241456,-0.827814564611116,0.409462097573249,0.553262860052169,-6.37320483463822
FAM163A,0.0682615505965352,6.54021313330605,0.827465313636232,0.409659145251378,0.553478065020097,-6.37349044330104
IL36G,-0.0376647316906737,6.30346824049555,-0.827397121166345,0.409697626161083,0.553479015296084,-6.37354619549029
DIRAS3,-0.0572602753424398,6.08756930850204,-0.827009259135129,0.409916537534855,0.553723694580782,-6.37386321390133
LEPREL2,0.0419008539676105,7.49499980372259,0.825985064731848,0.410494936711977,0.55445388750504,-6.3746996314873
NOLC1,-0.048478335319297,8.63756914391848,-0.825689851833582,0.410661745121886,0.554628063032886,-6.3749405295913
