"Name","K","Kin","Kout","TypeI","TypeII"
"PLXNB3",3,1,2,0,1
"ARHGEF12",4,2,2,0,1
"GNA12",7,2,5,0,1
"SMARCA4",20,11,9,0,1
"TUBB2B",11,2,9,0,1
"UNC119",20,5,15,0,1
"FXR2",19,9,10,0,1
"NCOA1",32,17,15,0,1
"CD2AP",9,6,3,0,1
"FLNA",19,11,8,0,1
"SNRPB",10,8,2,0,1
"TG",4,1,3,0,1
"CREBBP",93,40,53,0,1
"GABPA",3,2,1,0,1
"GABPB1",7,2,5,0,1
"JUN",39,17,22,0,1
"CEBPA",14,5,9,0,1
"FOS",28,12,16,0,1
"SMAD3",49,17,32,0,1
"UBE2I",49,37,12,0,1
"CEBPG",4,2,2,0,1
"DDIT3",9,4,5,0,1
"NFKB1",24,12,12,0,1
"CEBPB",26,5,21,0,1
"NFE2L2",9,4,5,0,1
"ATF7IP",13,2,11,0,1
"GABARAPL2",10,9,1,0,1
"XRCC5",17,9,8,0,1
"ATN1",43,19,24,0,1
"CENPJ",6,4,2,0,1
"SUMO2",16,12,4,0,1
"WWP1",7,4,3,0,1
"CSE1L",5,3,2,0,1
"MBIP",10,7,3,0,1
"YWHAB",54,35,19,0,1
"RPP14",4,2,2,0,1
"MAPK6",47,22,25,0,1
"CHD3",33,19,14,0,1
"EZH2",9,1,8,0,1
"ZNF512B",11,2,9,0,1
"ATXN3",5,1,4,0,1
"AURKA",9,4,5,0,1
"CDC20",7,4,3,0,1
"NME1",6,2,4,0,1
"AURKB",6,3,3,0,1
"GRK5",6,3,3,0,1
"GNAS",7,2,5,0,1
"AXL",11,1,10,0,1
"CBL",36,19,17,0,1
"PIK3R2",23,16,7,0,1
"RANBP9",6,2,4,0,1
"PRSS23",4,2,2,0,1
"PLSCR1",24,9,15,0,1
"MAPK8",22,17,5,0,1
"BCL2",22,12,10,0,1
"DAZAP2",19,12,7,0,1
"DVL3",14,10,4,0,1
"MEGF10",7,6,1,0,1
"BAIAP2",10,6,4,0,1
"BID",13,6,7,0,1
"CASP1",12,4,8,0,1
"BCAR1",23,17,6,0,1
"EFS",5,2,3,0,1
"PKD1",12,7,5,0,1
"FAM46A",5,3,2,0,1
"MAP3K7",10,8,2,0,1
"CDK2",34,29,5,0,1
"MAPK1",50,29,21,0,1
"MAPK11",7,6,1,0,1
"MAPK3",48,33,15,0,1
"COPS5",16,13,3,0,1
"NFKB2",7,3,4,0,1
"RXRA",41,17,24,0,1
"TBP",27,12,15,0,1
"NCOR1",29,14,15,0,1
"IGSF21",9,3,6,0,1
"YWHAE",21,11,10,0,1
"YWHAH",12,7,5,0,1
"YWHAQ",24,15,9,0,1
"NOS1",8,3,5,0,1
"CPE",9,4,5,0,1
"TRIM27",10,6,4,0,1
"NIF3L1",18,14,4,0,1
"CASP10",11,9,2,0,1
"CSNK2A2",28,14,14,0,1
"BIRC2",9,3,6,0,1
"IKBKG",13,10,3,0,1
"JUP",14,7,7,0,1
"UBB",21,10,11,0,1
"COL1A1",17,8,9,0,1
"HSPG2",11,6,5,0,1
"GDF9",9,3,6,0,1
"BMPR2",7,1,6,0,1
"NCBP1",3,1,2,0,1
"GNB5",5,3,2,0,1
"BRCA2",6,4,2,0,1
"CDK7",12,8,4,0,1
"CTBP2",9,7,2,0,1
"KPNA2",11,8,3,0,1
"RAD51",10,7,3,0,1
"YY1",13,5,8,0,1
"BRD7",12,9,3,0,1
"BTBD2",11,9,2,0,1
"HIST3H3",19,10,9,0,1
"CDC25C",17,10,7,0,1
"HCK",25,17,8,0,1
"IRAK1",27,5,22,0,1
"KIT",23,5,18,0,1
"PLCG2",24,14,10,0,1
"SYK",28,10,18,0,1
"VAV1",24,14,10,0,1
"BTRC",8,4,4,0,1
"PLK1",34,15,19,0,1
"BUB1B",3,1,2,0,1
"TSNAX",6,4,2,0,1
"C1QBP",9,4,5,0,1
"C3",5,3,2,0,1
"FGFR3",16,8,8,0,1
"C7orf25",6,3,3,0,1
"C8orf33",10,5,5,0,1
"FEZ1",13,2,11,0,1
"IMMT",18,6,12,0,1
"RASSF1",7,3,4,0,1
"NMT1",4,3,1,0,1
"PEBP1",6,5,1,0,1
"XAB2",5,1,4,0,1
"SIAH1",9,8,1,0,1
"TUBA4A",12,6,6,0,1
"CALCA",3,2,1,0,1
"NRD1",2,1,1,0,1
"CALCR",5,2,3,0,1
"CALM1",35,21,14,0,1
"MBL2",2,1,1,0,1
"KRAS",7,2,5,0,1
"SNCA",14,2,12,0,1
"TNNI2",3,2,1,0,1
"TRAF6",22,6,16,0,1
"CAMK2A",12,9,3,0,1
"CAMLG",3,2,1,0,1
"SMURF2",15,6,9,0,1
"CAPNS1",5,2,3,0,1
"SPTAN1",17,4,13,0,1
"RAB1A",7,5,2,0,1
"EPB41",14,5,9,0,1
"LIN7B",4,2,2,0,1
"PARK2",6,3,3,0,1
"LMNA",7,3,4,0,1
"PSEN2",13,7,6,0,1
"CASP7",12,8,4,0,1
"EEF1A1",35,13,22,0,1
"NEDD4",11,9,2,0,1
"PLA2G4A",9,3,6,0,1
"PSEN1",9,3,6,0,1
"CASP8",22,6,16,0,1
"SUMO1",19,15,4,0,1
"PRKCZ",22,10,12,0,1
"PRKCG",12,3,9,0,1
"RNF19A",9,3,6,0,1
"CSK",18,12,6,0,1
"PTGS2",4,2,2,0,1
"RAC1",23,6,17,0,1
"RUNX1",9,6,3,0,1
"ITCH",4,2,2,0,1
"TRIM24",14,9,5,0,1
"FHL1",5,4,1,0,1
"MED9",10,5,5,0,1
"RING1",9,6,3,0,1
"CCK",3,1,2,0,1
"CCR5",10,5,5,0,1
"CCL22",3,2,1,0,1
"CXCL13",5,3,2,0,1
"MMP1",5,2,3,0,1
"VCAN",9,3,6,0,1
"CCL21",4,2,2,0,1
"CCL25",2,1,1,0,1
"SRGN",7,5,2,0,1
"RBL2",15,11,4,0,1
"GADD45G",23,10,13,0,1
"MED8",16,9,7,0,1
"MCM10",11,5,6,0,1
"SKP2",14,8,6,0,1
"GTF2E2",17,9,8,0,1
"CDK9",16,6,10,0,1
"JAK1",36,13,23,0,1
"CXCR4",11,4,7,0,1
"PTK2",25,16,9,0,1
"SOD1",3,2,1,0,1
"CCT3",8,5,3,0,1
"SSSCA1",6,5,1,0,1
"HDAC3",19,13,6,0,1
"IKBKAP",12,8,4,0,1
"CD79A",4,3,1,0,1
"CD2",8,6,2,0,1
"ITGB2",15,4,11,0,1
"CD247",14,2,12,0,1
"PTPRC",23,11,12,0,1
"TRAF2",61,13,48,0,1
"CD4",19,9,10,0,1
"PIK3CG",9,6,3,0,1
"LYN",36,20,16,0,1
"IL16",10,6,4,0,1
"COL1A2",12,3,9,0,1
"TGFBR2",20,7,13,0,1
"TIAM1",6,4,2,0,1
"GNAI1",11,4,7,0,1
"CD9",6,1,5,0,1
"HERPUD1",3,2,1,0,1
"ITGA6",2,1,1,0,1
"MAPK14",25,19,6,0,1
"CDC37",16,14,2,0,1
"CDH1",12,5,7,0,1
"IRS1",20,17,3,0,1
"EED",10,7,3,0,1
"ERCC3",8,4,4,0,1
"NFYA",6,3,3,0,1
"SOX8",9,5,4,0,1
"HMGA1",9,4,5,0,1
"SP1",44,15,29,0,1
"SRF",24,12,12,0,1
"CEBPE",9,5,4,0,1
"SPI1",12,6,6,0,1
"NFIL3",6,4,2,0,1
"GARS",4,1,3,0,1
"NEK2",7,4,3,0,1
"TRIM29",9,6,3,0,1
"THBS1",9,4,5,0,1
"PRKACA",33,9,24,0,1
"SLC9A3R2",11,5,6,0,1
"PRKCE",17,6,11,0,1
"SAFB",9,6,3,0,1
"PPP2R5A",10,6,4,0,1
"CHFR",4,1,3,0,1
"EEF1G",25,5,20,0,1
"CHGB",4,2,2,0,1
"CHMP1B",7,5,2,0,1
"CHMP2B",5,2,3,0,1
"GPRASP1",12,4,8,0,1
"GZMB",9,1,8,0,1
"CIB1",8,5,3,0,1
"HDAC4",13,10,3,0,1
"DISC1",5,4,1,0,1
"ILK",10,7,3,0,1
"TYROBP",4,3,1,0,1
"HGS",30,16,14,0,1
"GNA15",4,1,3,0,1
"KCNA2",5,4,1,0,1
"SPARC",9,8,1,0,1
"PPL",3,1,2,0,1
"COL2A1",12,6,6,0,1
"COL3A1",6,4,2,0,1
"XRN2",10,5,5,0,1
"PTGES3",7,6,1,0,1
"GPS1",8,3,5,0,1
"PLG",15,10,5,0,1
"UTP14A",23,10,13,0,1
"GLI2",3,2,1,0,1
"ETS1",16,7,9,0,1
"GLI3",7,3,4,0,1
"NCOA6",18,10,8,0,1
"NFATC2",12,4,8,0,1
"TP53",55,13,42,0,1
"IRS2",22,14,8,0,1
"CRKL",29,14,15,0,1
"PXN",37,11,26,0,1
"CRMP1",22,2,20,0,1
"EEF1D",10,4,6,0,1
"PER2",6,5,1,0,1
"SOCS1",15,6,9,0,1
"INPP5D",11,4,7,0,1
"CSF2RB",10,2,8,0,1
"GNB2L1",26,16,10,0,1
"NOLC1",6,4,2,0,1
"CSTF2",10,6,4,0,1
"SNRNP70",9,4,5,0,1
"CTGF",5,3,2,0,1
"NOV",4,2,2,0,1
"NEK1",7,5,2,0,1
"GSK3B",35,9,26,0,1
"ZFYVE9",10,7,3,0,1
"CTNND2",7,3,4,0,1
"ERBB2IP",3,2,1,0,1
"TTR",15,6,9,0,1
"CTSB",8,3,5,0,1
"IGF1",8,5,3,0,1
"LRP2",15,7,8,0,1
"DPP4",3,2,1,0,1
"NCF4",5,3,2,0,1
"DAG1",10,4,6,0,1
"WWP2",9,2,7,0,1
"PIK3R3",15,8,7,0,1
"LMO2",5,3,2,0,1
"DBI",5,2,3,0,1
"RAD23A",6,2,4,0,1
"MED19",4,2,2,0,1
"SORBS3",10,9,1,0,1
"EIF3E",7,2,5,0,1
"XIAP",9,2,7,0,1
"PSMA1",12,5,7,0,1
"DLG1",19,3,16,0,1
"DLGAP1",5,2,3,0,1
"GNG13",7,4,3,0,1
"PTK2B",25,10,15,0,1
"DLL1",5,2,3,0,1
"MPP6",10,5,5,0,1
"DNMT3B",7,2,5,0,1
"TSC22D1",9,4,5,0,1
"KIAA1279",4,2,2,0,1
"IGF1R",18,8,10,0,1
"EXOSC4",14,9,5,0,1
"UPF1",10,4,6,0,1
"TUBB",17,6,11,0,1
"DRAP1",4,2,2,0,1
"GIPC1",13,6,7,0,1
"GNAI3",11,2,9,0,1
"PRKD2",12,10,2,0,1
"UBE2D3",11,9,2,0,1
"DUSP23",9,4,5,0,1
"KIAA1377",32,12,20,0,1
"DVL2",17,7,10,0,1
"PRPF3",5,2,3,0,1
"RPS10",4,2,2,0,1
"PNN",7,3,4,0,1
"MBP",9,1,8,0,1
"TFDP2",3,1,2,0,1
"E2F3",4,2,2,0,1
"TFDP1",3,2,1,0,1
"KLHL20",2,1,1,0,1
"FURIN",6,1,5,0,1
"FADD",20,7,13,0,1
"TRAF3",22,9,13,0,1
"EDN3",3,1,2,0,1
"EEA1",7,4,3,0,1
"STX12",4,3,1,0,1
"GADD45A",19,11,8,0,1
"KARS",4,3,1,0,1
"TNNT1",16,10,6,0,1
"EFNB2",8,4,4,0,1
"HOMER1",11,3,8,0,1
"SDCBP",12,6,6,0,1
"KRT18",11,7,4,0,1
"MAP2K1",17,6,11,0,1
"RIPK1",10,6,4,0,1
"EIF2AK2",14,6,8,0,1
"EIF3G",5,3,2,0,1
"POLA2",9,3,6,0,1
"ID2",8,4,4,0,1
"OSGEP",9,5,4,0,1
"TUBA1A",15,4,11,0,1
"SPTB",6,4,2,0,1
"STAMBP",4,2,2,0,1
"IL6ST",9,5,4,0,1
"ERCC8",4,2,2,0,1
"FLI1",5,3,2,0,1
"SP3",11,4,7,0,1
"USF1",4,2,2,0,1
"PROX1",5,3,2,0,1
"UPF2",11,4,7,0,1
"RDX",5,2,3,0,1
"HGF",7,4,3,0,1
"RAP1A",14,5,9,0,1
"RCC1",8,6,2,0,1
"MET",17,4,13,0,1
"TRADD",11,5,6,0,1
"PRMT1",15,9,6,0,1
"FBXW11",3,1,2,0,1
"SKP1",6,3,3,0,1
"FGFR1",14,10,4,0,1
"FGF2",7,1,6,0,1
"FGFR2",5,1,4,0,1
"ICAM1",8,6,2,0,1
"MAP2K4",8,4,4,0,1
"TRIO",5,3,2,0,1
"MYOZ1",4,1,3,0,1
"FLT3LG",2,1,1,0,1
"KHDRBS1",12,7,5,0,1
"FOXA2",7,4,3,0,1
"NR1H3",6,4,2,0,1
"LUC7L2",14,8,6,0,1
"TYK2",12,4,8,0,1
"GOPC",7,1,6,0,1
"WNT1",5,3,2,0,1
"GRASP",3,1,2,0,1
"IARS",2,1,1,0,1
"GAS1",3,1,2,0,1
"GATA1",10,4,6,0,1
"GATA4",3,1,2,0,1
"NCAM1",4,1,3,0,1
"RUNX1T1",15,6,9,0,1
"TSG101",9,5,4,0,1
"GHR",7,2,5,0,1
"GHRL",4,2,2,0,1
"NTRK1",17,4,13,0,1
"RGS19",8,3,5,0,1
"HMOX2",6,3,3,0,1
"PLEKHF2",11,9,2,0,1
"GNB1",9,3,6,0,1
"SLC9A3R1",8,4,4,0,1
"PABPC1",6,3,3,0,1
"NUDT18",9,6,3,0,1
"GRAP2",6,2,4,0,1
"USP8",4,3,1,0,1
"TRPC1",6,4,2,0,1
"RAP2A",6,2,4,0,1
"TBXA2R",2,1,1,0,1
"MMP7",6,2,4,0,1
"HBEGF",4,1,3,0,1
"MED25",7,3,4,0,1
"HDAC6",10,7,3,0,1
"RPA2",11,5,6,0,1
"NR4A1",13,2,11,0,1
"SMAD7",7,2,5,0,1
"ITFG1",5,3,2,0,1
"RYR1",9,6,3,0,1
"PBX1",7,2,5,0,1
"MEIS1",12,6,6,0,1
"HOXB7",2,1,1,0,1
"PIM1",5,3,2,0,1
"HSPA5",9,3,6,0,1
"MVD",2,1,1,0,1
"HTR1A",2,1,1,0,1
"HTR1D",2,1,1,0,1
"HTRA1",5,1,4,0,1
"ID1",8,4,4,0,1
"MDM2",12,6,6,0,1
"IL12RB2",2,1,1,0,1
"TOLLIP",11,5,6,0,1
"PIK3CD",4,1,3,0,1
"SDC1",5,1,4,0,1
"MRPL44",5,3,2,0,1
"RBP1",4,3,1,0,1
"IRF1",5,4,1,0,1
"IRF8",3,1,2,0,1
"IRF4",6,3,3,0,1
"ITGB7",6,2,4,0,1
"TLN1",7,3,4,0,1
"PRKG1",13,4,9,0,1
"TBL3",2,1,1,0,1
"TNFRSF1A",29,10,19,0,1
"TJP1",10,2,8,0,1
"SOX10",14,5,9,0,1
"WDYHV1",10,3,7,0,1
"KIAA0513",2,1,1,0,1
"KLK6",2,1,1,0,1
"KRT5",2,1,1,0,1
"LEPR",7,1,6,0,1
"PTPN6",23,2,21,0,1
"NGFR",10,5,5,0,1
"LSM2",6,3,3,0,1
"LSM5",7,5,2,0,1
"SNRPD2",6,1,5,0,1
"LTB",3,1,2,0,1
"NDC80",12,5,7,0,1
"MAFK",5,3,2,0,1
"MAP1B",10,5,5,0,1
"PNKP",3,2,1,0,1
"MAGEH1",5,2,3,0,1
"MAP2K6",8,3,5,0,1
"MAP3K14",10,5,5,0,1
"PPP2R1A",9,5,4,0,1
"MAPK8IP3",14,4,10,0,1
"MARK4",6,2,4,0,1
"MAST2",5,2,3,0,1
"SMAD5",14,4,10,0,1
"ZMYND19",3,1,2,0,1
"MCM7",11,5,6,0,1
"MEF2A",3,1,2,0,1
"MEF2C",9,3,6,0,1
"PTPRB",5,3,2,0,1
"RNF2",10,6,4,0,1
"TASP1",2,1,1,0,1
"SMAD1",15,4,11,0,1
"MLL4",6,3,3,0,1
"MYCN",3,1,2,0,1
"USP13",2,1,1,0,1
"RAB27A",8,3,5,0,1
"NBR1",4,3,1,0,1
"NCAN",5,3,2,0,1
"RXRB",13,7,6,0,1
"NDEL1",4,1,3,0,1
"PHYHIP",7,3,4,0,1
"NDUFA4L2",3,1,2,0,1
"PSMD4",5,3,2,0,1
"ZHX3",2,1,1,0,1
"PTPN13",5,3,2,0,1
"TRAF5",6,4,2,0,1
"NR3C1",19,3,16,0,1
"SIX3",4,2,2,0,1
"NUP98",6,1,5,0,1
"OPRD1",6,2,4,0,1
"WASL",2,1,1,0,1
"PARD6A",5,2,3,0,1
"WT1",7,2,5,0,1
"SH3GL1",11,6,5,0,1
"PDE6D",7,1,6,0,1
"PDGFRB",21,3,18,0,1
"PDZK1",5,1,4,0,1
"TICAM1",10,4,6,0,1
"PLCD1",2,1,1,0,1
"UBAP2L",3,1,2,0,1
"POLR3F",2,1,1,0,1
"PPFIA1",7,3,4,0,1
"PPFIA2",3,1,2,0,1
"PPFIA3",3,1,2,0,1
"PQBP1",3,2,1,0,1
"WDR77",6,3,3,0,1
"RAB11A",6,4,2,0,1
"UBQLN1",4,1,3,0,1
"PTCH1",3,2,1,0,1
"SHH",3,1,2,0,1
"PTGER1",2,1,1,0,1
"TUBG1",8,3,5,0,1
"RAB3A",4,2,2,0,1
"RAB8A",3,2,1,0,1
"SPG21",5,3,2,0,1
"RASGRF1",3,1,2,0,1
"TAF11",12,6,6,0,1
"RINT1",4,2,2,0,1
"RTN4IP1",3,2,1,0,1
"SERPING1",4,1,3,0,1
"SOX5",4,3,1,0,1
"STX11",5,2,3,0,1
"UBR1",8,2,6,0,1
"SOX6",3,1,2,0,1
"TES",4,1,3,0,1
"SST",2,1,1,0,1
"SSTR2",2,1,1,0,1
"SSTR5",2,1,1,0,1
"VAMP2",3,2,1,0,1
"STX3",5,2,3,0,1
"TLR1",6,1,5,0,1
"TRIM23",5,1,4,0,1
"ZNF638",5,1,4,0,1
"ZNF446",4,1,3,0,1
